연번,계약번호,구분,계약명,계약일자,계약시작일,계약종료일,계약금액,거래처,계약방법,수의계약사유,구매요구부서,출처파일,시트명
774,,물품구매,로터 구성품 구조시험 데이터 측정장비 부품 교체,2018-11-16,2018-11-16,2018-12-28,20942900.0,스펙트리스코리아(주),수의계약,"26조1항2호자목 ,26조1항2호사목 ",,경영공시+9_구매계약현황(2018년).xlsx,결과창
775,,물품구매,나로우주센터 발사대용 음성녹음시스템 교체장비 구매/설치,2018-11-19,2018-11-19,2018-12-26,56940000.0,주식회사 포오스,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
776,,물품구매,한국형발사체 1/2/3단 산화제탱크 맨홀덮개용 극저온씰 구매,2018-11-19,2018-11-19,2019-01-27,68200000.0,주식회사 한성GT,수의계약,26조1항2호자목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
777,,기술용역,다목적실용위성 6호 SAR 영상처리 시험을 위한 다목적실용위성 5호 테스트 인터페이스 구축 SW 개발 용역,2018-11-15,2018-11-15,2019-12-28,100000000.0,(주)쎄트렉아이,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
778,,기술용역,다목적실용위성6호 기계설계종합(MDI) 업무지원,2018-11-15,2018-11-15,2020-11-14,221000000.0,(주)한얼시스템,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
779,,물품구매,한국형발사체용 발사관제센터 및 제2발사대 음성전용통신망 확장 구축,2018-11-19,2018-11-19,2018-12-31,337161000.0,(주)원업솔루션,수의계약,26조1항2호자목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
780,,물품구매,신축기숙사 식당 주방기구 구매(가스부침기 및 가스회전국솥),2018-11-19,2018-11-19,2018-12-25,22100000.0,대전조달청,다수공급자계약,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
781,,물품구매,C-밴드 증폭기 구매,2018-11-20,2018-11-20,2018-12-10,28884780.0,예원,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
782,,기술용역,로터 블레이드 훨타워 동적발란싱 시험 기술용역,2018-11-20,2018-11-20,2019-09-30,24200000.0,케이티아이엔씨주식회사,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
783,,시설공사,나로우주센터 방파제 태풍피해 복구공사,2018-11-22,2018-12-03,2020-02-03,3028829500.0,광흥건설 주식회사,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
784,,제작,3단엔진 시험설비 시험용 이젝터 스팀발생기 분리형 연소실 노즐 제작,2018-11-21,2018-11-21,2018-12-31,49500000.0,주식회사 비츠로넥스텍,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
785,,물품구매,"마이크로소프트 제품(OS, OFFICE, CAL) 사용권 구매(2년차)",2018-11-19,2018-11-19,2018-12-19,143715000.0,대전조달청,다수공급자계약,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
786,,물품구매,신축기숙사 식당 주방가구 및 비품 구매,2018-11-19,2018-11-19,2018-12-29,76167000.0,대전조달청,다수공급자계약,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
787,,기술용역,한국형발사체(KSLV-II) 구조시험용 로드셀 교정,2018-11-21,2018-11-21,2019-02-28,94000000.0,한국산업기술시험원,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
788,,제작,한국형발사체 2단 열차단계 FM1 제작,2018-12-07,2018-11-21,2020-12-28,75000000.0,주식회사 지브이엔지니어링,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
789,,제작,유인기 및 무인기 성능 계측장비 제작,2018-11-22,2018-11-22,2018-12-28,53000000.0,포엔스,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
790,,기술용역,전자계약대금신청 회계관리 연동 구축,2018-12-17,2018-12-17,2019-03-31,29600000.0,(주)인터웹(Interweb),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
791,,일반용역,시험발사체 발사 참관행사 도시락 및 다과 제공 용역,2018-11-23,2018-11-23,2018-12-03,29205000.0,경복궁외식사업부,수의계약,26조1항2호자목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
792,,물품구매,재해복구(DR) 시스템 인프라장비 구매/설치,2018-11-26,2018-11-26,2018-12-31,46050600.0,(주)새암정보기술,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
793,,제작,한국형발사체 2단 롤 제어 구동기/추력벡터제어장치 FM 제작,2018-11-28,2018-11-28,2021-12-31,1560000000.0,한화에어로스페이스(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
794,,물품구매,한국형발사체 75톤급 및 7톤급 엔진 진동해석 모델 업데이트용 라이센스 구매,2018-11-26,2018-11-26,2018-12-10,79970000.0,주식회사 브이엠브이테크,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
795,,물품구매,Creo Engineer I 구매,2018-12-06,2018-12-06,2018-12-31,22475990.0,(주)제이투제이코리아,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
796,,일반용역,사업화 기술 홍보물 및 스타트업 투자홍보용 동영상 제작,2018-11-28,2018-11-28,2019-01-26,47500000.0,(주)모소,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
797,,제작,엔진고공 연소시험설비 진공실 전기인터페이스 커넥터 제작설치,2018-11-30,2018-11-30,2018-12-31,99000000.0,극동전자정밀(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
798,,제작,지능형 자동착륙시스템 제작,2018-11-29,2018-11-29,2019-01-31,96000000.0,(주)제이마플,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
799,,제작,1단 후방동체 엔진지지부 연료탱크 파손하중시험 치구제작,2018-11-29,2018-11-29,2019-06-30,409400000.0,태일A&P,수의계약,26조 1항 2호 사목,,경영공시+9_구매계약현황(2018년).xlsx,결과창
800,,물품구매,Janes Online 및 DIM Web DB 구독,2018-11-29,2018-11-29,2018-12-21,35000000.0,(주)코이스,수의계약,26조1항2호자목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
801,,제작,한국형발사체 3단 산화제탱크 QM 돔 및 스커트 용접 제작,2018-11-30,2018-11-30,2019-05-30,33100000.0,(주)엘엔,수의계약,"26조1항2호사목 ,26조1항2호자목 ",,경영공시+9_구매계약현황(2018년).xlsx,결과창
802,,물품구매,EAV-3 탑재 배터리팩(이차전지) 구매,2018-11-29,2018-11-29,2019-03-31,63063000.0,칼포스 코퍼레이션,수의계약,26조 1항 2호 사목,,경영공시+9_구매계약현황(2018년).xlsx,결과창
803,,기술용역,한국형발사체 하니스 설계를 위한 CREO 모델링 기술 용역,2018-12-17,2019-01-01,2019-12-31,179850000.0,(주)제이투제이코리아,수의계약,26조 1항 2호 사목,,경영공시+9_구매계약현황(2018년).xlsx,결과창
804,,물품구매,필드 프로그래머블 게이트 어레이 3ea 구매,2018-11-30,2018-11-30,2018-12-28,46200000.0,베스컴 글로벌,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
805,,물품구매,정밀항법 데이터 분석용 저장장치 및 메모리 구매,2018-11-30,2018-11-30,2018-12-31,25235100.0,(주)라온정보,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
806,,제작,재난치안용무인기 함상착륙장치 시험평가용 시험품 제작,2018-11-30,2018-11-30,2018-12-31,27500000.0,금토엔지니어링,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
807,,물품구매,이동형 진동측정 장치 구매,2018-11-30,2018-11-30,2018-12-31,20350000.0,스펙트리스코리아(주)브뤼엘앤드케아지점,수의계약,"26조1항2호사목 ,26조1항2호자목 ",,경영공시+9_구매계약현황(2018년).xlsx,결과창
808,,물품구매,"휠타워 진동측정용 프로그램(FTF, Postprocessing) 구매",2018-12-04,2018-12-04,2018-12-31,27500000.0,스펙트리스코리아(주)브뤼엘앤드케아지점,수의계약,26조1항2호자목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
809,,제작,425사업 EO/IR 위성본체 개발(1차년),2018-11-30,2018-11-30,2018-12-31,5200000000.0,한국항공우주산업(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
810,,제작,재난치안용 무인기 공통플랫폼 외형 형상설계 검증 및 홍보용 3D 모형 제작,2018-12-03,2018-12-04,2018-12-11,43000000.0,주식회사 나우홀딩스,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
811,,기술용역,한국형발사체 3단 추진제 탱크 QM 내압시험용 변형률게이지 장착 기술용역,2018-12-05,2018-12-05,2019-05-31,34721500.0,더블유에스엔지니어링(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
812,,제작,K6 조립 보안벽 설치,2018-12-05,2018-12-05,2019-01-03,20713600.0,쓰리지엠,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
813,,물품구매,정밀 위치 인식 장치 구매,2018-12-05,2018-12-05,2018-12-19,28907400.0,주식회사 지평스페이스,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
814,,물품구매,Thermoacoustic 및 동압 센서 구매,2018-12-07,2018-12-07,2019-03-28,47374800.0,(주)키슬러코리아,수의계약,26조1항2호자목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
815,,제작,"한국형발사체 75톤급 액체로켓엔진 납품용 고압유연배관(18G,19A 등) 제작",2018-12-06,2018-12-06,2019-10-31,1437100000.0,주식회사 비츠로넥스텍,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
816,,제작,한국형발사체(KSLV-Ⅱ) 터보펌프 부품 추가 제작,2018-12-07,2018-12-03,2018-12-31,3100000000.0,한화에어로스페이스(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
817,,물품구매,"나로우주센터 방파제 태풍피해 복구공사 지급자재(레미콘, 아스콘) 1차 구매",2018-12-11,2018-12-11,2020-02-03,439545420.0,대전조달청,다수공급자계약,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
818,,일반용역,한국형발사체 3단 산화제탱크 맨홀덮개 시험,2018-12-07,2018-12-07,2018-12-31,55800000.0,한양이엔지(주),수의계약,"26조1항2호사목 ,26조1항2호차목 ",,경영공시+9_구매계약현황(2018년).xlsx,결과창
819,,제작,초소형위성 조립용 클린룸 구축,2018-12-10,2018-12-10,2019-02-28,54343000.0,(주)성운이엔지,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
820,,기술용역,지상통제시스템 및 안테나 쉘터 유지보수,2018-12-10,2018-12-10,2018-12-26,27200000.0,(주)성진테크,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
821,,제작,"75톤급 액체로켓엔진 18G, 20G, 21G, 22G, 23G 납품용 산화제 재순환라인 제작",2018-12-07,2018-12-07,2019-08-31,111500000.0,(주)스페이스솔루션,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
822,,제작,"7톤급 액체로켓엔진용 산화제 재순환라인 DM2, DM3-1, DM3-2 및 5A, 7A, 8A, 9A, 10A 제작",2018-12-07,2018-12-07,2019-10-30,145000000.0,(주)스페이스솔루션,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
823,,물품구매,한국형발사체 2단 QM 후방동체 및 2/3단 연결부 열제어/화재안전계 개발,2018-12-14,2018-12-14,2019-06-30,144700000.0,한양이엔지(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
824,,제작,한국형발사체 1단 추진제탱크 DM1 및 EM 시제 내압성능평가용 시험(세척 및 건조 포함),2018-12-17,2018-12-17,2019-12-30,275000000.0,한양이엔지(주),수의계약,26조 1항 2호 사목,,경영공시+9_구매계약현황(2018년).xlsx,결과창
825,,제작,한국형발사체 3단 과산화수소 추력기시스템 제어장치 FM 제작,2018-12-12,2018-12-12,2021-06-30,850000000.0,한화에어로스페이스(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
826,,제작,차세대중형위성 1호 발사체/위성 접속 시뮬레이터 및 Go/No-Go 제어기 제작,2018-12-13,2018-12-13,2019-06-30,80652000.0,(주)두루트로닉스,수의계약,27조1항2호     ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
827,,제작,한국형발사체 1단 EM/QM 구조시제품 센서 부착 및 연장선 제작설치,2018-12-13,2018-12-13,2019-12-31,158188800.0,더블유에스엔지니어링(주),제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
828,,물품구매,공기압축기 부품 구매,2018-12-12,2018-12-12,2019-03-05,20644000.0,(주)한국콤프에어,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
829,,기술용역,공중 무인이동체용 상용프로펠러 DB 분석 및 검증,2018-12-13,2018-12-13,2019-04-15,29000000.0,울산대학교산학협력단,수의계약,27조1항2호     ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
830,,일반용역,AETF 초음속디퓨저 확대부 교체 및 작업대 제작,2018-12-13,2018-12-13,2019-02-10,277900000.0,주식회사 비츠로넥스텍,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
831,,제작,다목적실용위성7호 탑재체 열제어용 냉각 어셈블리 제작,2018-12-14,2018-12-12,2021-12-31,1420000000.0,두원중공업(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
832,,물품구매,충돌 회피 유도법칙 검증용 테스트베드 비행체 구매,2018-12-14,2018-12-14,2019-02-11,27000000.0,억세스위,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
833,,제작,다목적 무인헬기 로터 블레이드 구조피로시험 수행목적 시험치구 제작,2018-12-14,2018-12-14,2020-07-14,224950000.0,금토엔지니어링,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
834,,일반용역,나로우주센터 방파제 태풍피해 복구공사 폐기물처리용역,2018-12-18,2018-12-18,2020-03-31,77605900.0,(주)동양환경,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
835,,기술용역,비행시험환경 구축을 위한 테스트베드 운용 지원 용역,2018-12-17,2018-12-17,2019-03-19,20000000.0,억세스위,수의계약,27조1항2호     ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
836,,제작,한국형발사체 3단 추력벡터제어 구동장치시스템 FM 제작,2018-12-17,2018-12-17,2021-04-30,1790000000.0,한화에어로스페이스(주),수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
837,,제작,재난치안용무인기 지상시험용 Real-Time interface 장비 도입,2018-12-13,2018-12-13,2019-01-12,62000000.0,(주)한컴MDS,제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
838,,제작,한국형발사체용 추진기관 제어계측계 1단 QM 제작,2018-12-18,2018-12-17,2019-09-30,650000000.0,이앤이㈜,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
839,,물품구매,나로우주센터 한국형발사체 임무용 랜 통신망 구축,2018-12-17,2018-12-17,2019-06-30,463460000.0,지티에스솔루션즈(주),제한경쟁,,,경영공시+9_구매계약현황(2018년).xlsx,결과창
840,,제작,한국형발사체 1단 후방동체 및 탱크연결부 EM 제작,2018-12-17,2018-12-17,2019-04-30,2350000000.0,에스앤케이항공,수의계약,26조1항2호사목 ,,경영공시+9_구매계약현황(2018년).xlsx,결과창
841,,제작,다목적실용위성7호 테스트 베터리 제작,2018-12-19,2018-12-19,2019-03-22,48500000.0,한국그린에너지(주),수의계약,26조 1항 2호 사목,,경영공시+9_구매계약현황(2018년).xlsx,결과창
